id_transaccion,fecha_hora,dia_semana,hora_decimal,turno,cajero,mesero,mesa_canal,categoria_producto,producto,cantidad_items,monto_bruto,descuento_pct,monto_final,metodo_pago,tipo_transaccion,es_anomalia,tipo_anomalia,descripcion_anomalia,split_sugerido
TRX-009007,2026-06-17 13:22:00,2,13.37,almuerzo,CAJ-001,MES-002,mesa_06,desayunos,Bolon mixto,2,7.38,0,7.38,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009008,2026-05-16 18:53:00,5,18.88,cena,CAJ-001,MES-002,mesa_14,bebidas,Gaseosa personal,4,5.51,5,5.23,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009009,2026-06-21 12:17:00,6,12.28,almuerzo,CAJ-003,MES-002,mesa_04,almuerzos,Almuerzo ejecutivo,1,4.25,5,4.04,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009010,2026-05-12 13:36:00,1,13.6,almuerzo,CAJ-004,MES-004,domicilio,desayunos,Tigrillo con cafe,2,9.47,0,9.47,efectivo,devolucion,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009011,2026-05-10 08:05:00,6,8.08,desayuno,CAJ-004,MES-004,mesa_13,almuerzos,Almuerzo ejecutivo,2,7.95,15,6.76,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009012,2026-06-05 11:46:00,4,11.77,almuerzo,CAJ-003,MES-002,mesa_13,bebidas,Agua sin gas,6,5.95,5,5.65,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-009013,2026-05-22 19:23:00,4,19.38,cena,CAJ-003,MES-004,app_delivery,bebidas,Gaseosa personal,1,1.21,0,1.21,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-009014,2026-06-03 20:05:00,2,20.08,cena,CAJ-004,MES-004,mesa_04,combos,Combo familiar almuerzo,1,18.66,5,17.73,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009015,2026-05-29 14:05:00,4,14.08,almuerzo,CAJ-002,MES-001,mesa_15,desayunos,Bolon mixto,2,7.12,10,6.41,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009016,2026-05-15 09:36:00,4,9.6,desayuno,CAJ-001,MES-006,mesa_05,postres,Tres leches,2,-12,0,-12,efectivo,venta,1,monto_inconsistente,"Monto cero o negativo, inconsistente para una venta.",prueba
TRX-009017,2026-06-03 13:42:00,2,13.7,almuerzo,CAJ-003,MES-001,mesa_10,almuerzos,Menestra con carne,4,26.01,0,26.01,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-009018,2026-05-31 10:56:00,6,10.93,desayuno,CAJ-003,MES-005,mesa_06,platos_fuertes,Parrillada personal,3,34.96,5,33.21,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009019,2026-06-17 15:19:00,2,15.32,almuerzo,CAJ-002,MES-002,mesa_05,almuerzos,Encebollado,2,9.12,0,9.12,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009020,2026-06-12 14:43:00,4,14.72,almuerzo,CAJ-003,MES-004,mesa_15,desayunos,Bolon mixto,3,11.05,0,11.05,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009021,2026-06-20 20:04:00,5,20.07,cena,CAJ-003,MES-005,app_delivery,platos_fuertes,Churrasco ecuatoriano,2,17.79,0,17.79,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009022,2026-05-06 10:39:00,2,10.65,desayuno,CAJ-003,MES-002,mesa_09,almuerzos,Seco de pollo,4,24.07,0,24.07,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009023,2026-06-25 19:40:00,3,19.67,cena,CAJ-002,MES-001,mesa_03,desayunos,Bolon mixto,3,11.74,5,11.15,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009024,2026-05-19 13:18:00,1,13.3,almuerzo,CAJ-001,MES-003,mesa_07,bebidas,Jugo natural,3,5.68,0,5.68,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009025,2026-05-12 08:20:00,1,8.33,desayuno,CAJ-004,MES-006,mesa_07,almuerzos,Encebollado,1,335.09,0,335.09,efectivo,venta,1,monto_extremo,Monto final extremadamente alto frente al ticket promedio.,prueba
TRX-009026,2026-06-17 13:02:00,2,13.03,almuerzo,CAJ-003,MES-006,mesa_02,platos_fuertes,Camarones apanados,2,23.08,0,23.08,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009027,2026-05-02 13:56:00,5,13.93,almuerzo,CAJ-003,MES-005,mesa_15,almuerzos,Seco de pollo,2,-5,0,-5,efectivo,venta,1,monto_inconsistente,"Monto cero o negativo, inconsistente para una venta.",prueba
TRX-009028,2026-05-08 12:34:00,4,12.57,almuerzo,CAJ-003,MES-005,mesa_11,desayunos,Tigrillo con cafe,3,13.3,0,13.3,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-009029,2026-06-06 13:33:00,5,13.55,almuerzo,CAJ-002,MES-006,mesa_04,desayunos,Bolon mixto,1,3.65,80,0.73,transferencia,venta,1,descuento_fuera_politica,Descuento superior a la politica normal del restaurante.,prueba
TRX-009030,2026-05-21 18:52:00,3,18.87,cena,CAJ-001,MES-003,mesa_03,platos_fuertes,Churrasco ecuatoriano,6,56.51,5,53.68,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009031,2026-05-08 13:57:00,4,13.95,almuerzo,CAJ-002,MES-005,mesa_09,almuerzos,Menestra con carne,4,24.58,0,24.58,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009032,2026-05-19 19:25:00,1,19.42,cena,CAJ-004,MES-004,mesa_14,bebidas,Jugo natural,1,1.81,0,1.81,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-009033,2026-05-21 08:05:00,3,8.08,desayuno,CAJ-002,MES-001,mesa_10,almuerzos,Almuerzo ejecutivo,2,8.85,50,4.42,tarjeta,venta,1,descuento_fuera_politica,Descuento superior a la politica normal del restaurante.,validacion
TRX-009034,2026-06-13 14:58:00,5,14.97,almuerzo,CAJ-004,MES-002,retiro_local,bebidas,Gaseosa personal,3,4.07,0,4.07,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-009035,2026-06-08 13:39:00,0,13.65,almuerzo,CAJ-001,MES-003,mesa_05,almuerzos,Almuerzo ejecutivo,1,4.0,0,4.0,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009036,2026-05-10 15:54:00,6,15.9,almuerzo,CAJ-003,MES-005,mesa_12,almuerzos,Almuerzo ejecutivo,1,4.07,0,4.07,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-009037,2026-06-14 15:54:00,6,15.9,almuerzo,CAJ-001,MES-006,retiro_local,bebidas,Gaseosa personal,1,1.39,0,1.39,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-009038,2026-05-23 13:23:00,5,13.38,almuerzo,CAJ-001,MES-001,mesa_10,bebidas,Gaseosa personal,5,6.02,0,6.02,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-009039,2026-05-05 10:16:00,1,10.27,desayuno,CAJ-003,MES-004,mesa_13,almuerzos,Almuerzo ejecutivo,1,49.04,0,49.04,tarjeta,anulacion,1,empleado_anulaciones_altas,Empleado asociado a anulaciones frecuentes o de monto alto.,prueba
TRX-009040,2026-06-04 13:37:00,3,13.62,almuerzo,CAJ-002,MES-002,mesa_08,bebidas,Jugo natural,1,1.92,5,1.82,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009041,2026-05-10 13:59:00,6,13.98,almuerzo,CAJ-004,MES-002,mesa_05,desayunos,Tigrillo con cafe,3,13.83,10,12.45,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-009042,2026-05-18 20:02:00,0,20.03,cena,CAJ-001,MES-002,mesa_12,almuerzos,Encebollado,1,5.06,0,5.06,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009043,2026-05-19 19:04:00,1,19.07,cena,CAJ-001,MES-003,mesa_01,almuerzos,Almuerzo ejecutivo,1,3.84,10,3.46,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-009044,2026-06-07 13:27:00,6,13.45,almuerzo,CAJ-004,MES-003,mesa_04,combos,Combo para dos,2,26.52,0,26.52,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009045,2026-05-16 04:55:00,5,4.92,fuera_horario,CAJ-003,MES-002,mesa_04,bebidas,Jugo natural,4,7.3,0,7.3,efectivo,venta,1,venta_fuera_horario,Transaccion registrada cuando el restaurante deberia estar cerrado.,prueba
TRX-009046,2026-05-10 15:54:00,6,15.9,almuerzo,CAJ-004,MES-004,mesa_01,combos,Combo para dos,5,68.46,0,68.46,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-009047,2026-06-08 12:16:00,0,12.27,almuerzo,CAJ-002,MES-006,retiro_local,postres,Flan de la casa,1,2.68,15,2.28,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-009048,2026-05-29 12:45:00,4,12.75,almuerzo,CAJ-002,MES-004,mesa_11,postres,Tres leches,1,3.02,0,3.02,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009049,2026-06-04 13:29:00,3,13.48,almuerzo,CAJ-003,MES-004,domicilio,desayunos,Bolon mixto,3,10.82,0,10.82,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-009050,2026-05-08 12:44:00,4,12.73,almuerzo,CAJ-001,MES-003,mesa_09,bebidas,Agua sin gas,3,3.3,15,2.8,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009051,2026-06-19 13:55:00,4,13.92,almuerzo,CAJ-004,MES-006,mesa_11,desayunos,Bolon mixto,3,11.04,45,6.07,efectivo,venta,1,descuento_fuera_politica,Descuento superior a la politica normal del restaurante.,prueba
TRX-009052,2026-05-12 12:28:00,1,12.47,almuerzo,CAJ-004,MES-003,domicilio,combos,Combo para dos,3,38.4,0,38.4,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-009053,2026-06-30 10:48:00,1,10.8,desayuno,CAJ-004,MES-003,domicilio,combos,Combo familiar almuerzo,2,36.36,0,36.36,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-009054,2026-05-10 15:54:00,6,15.9,almuerzo,CAJ-003,MES-006,retiro_local,combos,Combo familiar almuerzo,5,93.86,50,46.93,efectivo,venta,1,descuento_fuera_politica,Descuento superior a la politica normal del restaurante.,prueba
TRX-009055,2026-06-29 13:48:00,0,13.8,almuerzo,CAJ-001,MES-003,mesa_10,almuerzos,Seco de pollo,2,12.15,0,12.15,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009056,2026-05-02 09:23:00,5,9.38,desayuno,CAJ-002,MES-005,mesa_11,platos_fuertes,Churrasco ecuatoriano,2,121.82,0,121.82,efectivo,devolucion,1,devolucion_monto_alto,Devolucion con monto muy superior al comportamiento normal.,prueba
TRX-009057,2026-06-07 15:54:00,6,15.9,almuerzo,CAJ-004,MES-003,mesa_04,bebidas,Agua sin gas,4,4.12,5,3.91,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-009058,2026-06-04 12:45:00,3,12.75,almuerzo,CAJ-001,MES-003,mesa_15,platos_fuertes,Churrasco ecuatoriano,5,44.55,0,44.55,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009059,2026-05-28 15:02:00,3,15.03,almuerzo,CAJ-004,MES-006,mesa_11,bebidas,Jugo natural,5,8.4,15,7.14,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009060,2026-05-20 10:00:00,2,10.0,desayuno,CAJ-001,MES-005,mesa_09,almuerzos,Menestra con carne,3,247.37,5,235.0,efectivo,venta,1,monto_extremo,Monto final extremadamente alto frente al ticket promedio.,prueba
TRX-009061,2026-05-08 13:19:00,4,13.32,almuerzo,CAJ-002,MES-002,mesa_08,almuerzos,Almuerzo ejecutivo,2,8.72,0,8.72,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009062,2026-05-24 15:54:00,6,15.9,almuerzo,CAJ-001,MES-003,mesa_09,postres,Tres leches,2,5.38,0,5.38,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-009063,2026-05-10 15:54:00,6,15.9,almuerzo,CAJ-002,MES-002,mesa_14,bebidas,Gaseosa personal,1,1.39,0,1.39,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009064,2026-06-04 14:04:00,3,14.07,almuerzo,CAJ-002,MES-005,mesa_05,almuerzos,Almuerzo ejecutivo,1,4.18,0,4.18,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009065,2026-05-11 02:15:00,0,2.25,fuera_horario,CAJ-002,MES-001,mesa_06,almuerzos,Encebollado,2,9.46,5,8.99,efectivo,venta,1,venta_fuera_horario,Transaccion registrada cuando el restaurante deberia estar cerrado.,prueba
TRX-009066,2026-06-04 13:07:00,3,13.12,almuerzo,CAJ-001,MES-002,mesa_11,bebidas,Jugo natural,1,1.88,0,1.88,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009067,2026-05-29 09:31:00,4,9.52,desayuno,CAJ-003,MES-004,mesa_11,almuerzos,Menestra con carne,2,12.48,0,12.48,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009068,2026-05-27 21:08:00,2,21.13,cena,CAJ-004,MES-002,mesa_02,almuerzos,Almuerzo ejecutivo,2,8.93,0,8.93,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009069,2026-05-17 15:54:00,6,15.9,almuerzo,CAJ-004,MES-003,mesa_15,platos_fuertes,Camarones apanados,5,56.53,0,56.53,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009070,2026-06-04 19:39:00,3,19.65,cena,CAJ-004,MES-003,mesa_13,desayunos,Tigrillo con cafe,1,4.17,20,3.34,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009071,2026-06-07 15:54:00,6,15.9,almuerzo,CAJ-004,MES-004,retiro_local,desayunos,Bolon mixto,3,11.52,5,10.94,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009072,2026-06-13 13:15:00,5,13.25,almuerzo,CAJ-003,MES-004,domicilio,platos_fuertes,Churrasco ecuatoriano,3,25.28,0,25.28,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009073,2026-05-06 19:50:00,2,19.83,cena,CAJ-001,MES-001,mesa_10,desayunos,Bolon mixto,6,22.24,5,21.13,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009074,2026-06-05 12:14:00,4,12.23,almuerzo,CAJ-001,MES-005,mesa_11,almuerzos,Seco de pollo,2,11.51,0,11.51,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009075,2026-06-14 15:54:00,6,15.9,almuerzo,CAJ-002,MES-005,domicilio,platos_fuertes,Churrasco ecuatoriano,3,27.54,0,27.54,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009076,2026-05-17 09:23:00,6,9.38,desayuno,CAJ-003,MES-006,mesa_14,bebidas,Jugo natural,1,1.82,0,1.82,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009077,2026-05-08 10:53:00,4,10.88,desayuno,CAJ-004,MES-002,mesa_03,combos,Combo para dos,3,37.94,45,20.87,tarjeta,venta,1,descuento_fuera_politica,Descuento superior a la politica normal del restaurante.,validacion
TRX-009078,2026-06-09 19:24:00,1,19.4,cena,CAJ-004,MES-002,mesa_14,almuerzos,Seco de pollo,2,11.6,0,11.6,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009079,2026-06-25 12:38:00,3,12.63,almuerzo,CAJ-003,MES-003,mesa_09,bebidas,Gaseosa personal,1,1.39,0,1.39,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-009080,2026-05-09 18:49:00,5,18.82,cena,CAJ-004,MES-003,mesa_03,desayunos,Bolon mixto,1,3.54,0,3.54,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009081,2026-05-05 09:34:00,1,9.57,desayuno,CAJ-004,MES-006,retiro_local,almuerzos,Menestra con carne,1,6.95,10,6.25,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009082,2026-06-15 08:05:00,0,8.08,desayuno,CAJ-003,MES-005,retiro_local,postres,Flan de la casa,2,5.37,0,5.37,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-009083,2026-06-27 12:45:00,5,12.75,almuerzo,CAJ-003,MES-001,mesa_01,bebidas,Jugo natural,1,1.84,5,1.75,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009084,2026-05-13 10:50:00,2,10.83,desayuno,CAJ-003,MES-002,mesa_01,almuerzos,Almuerzo ejecutivo,1,4.04,0,4.04,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009085,2026-05-09 01:28:00,5,1.47,fuera_horario,CAJ-003,MES-003,mesa_06,desayunos,Bolon mixto,2,7.68,15,6.53,tarjeta,venta,1,venta_fuera_horario,Transaccion registrada cuando el restaurante deberia estar cerrado.,prueba
TRX-009086,2026-06-13 13:33:00,5,13.55,almuerzo,CAJ-004,MES-006,mesa_01,platos_fuertes,Churrasco ecuatoriano,1,9.07,0,9.07,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-009087,2026-05-10 12:33:00,6,12.55,almuerzo,CAJ-001,MES-002,mesa_07,almuerzos,Almuerzo ejecutivo,1,4.22,5,4.01,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-009088,2026-05-17 12:18:00,6,12.3,almuerzo,CAJ-004,MES-001,domicilio,almuerzos,Encebollado,1,4.58,5,4.35,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009089,2026-06-26 12:14:00,4,12.23,almuerzo,CAJ-004,MES-005,retiro_local,bebidas,Gaseosa personal,1,1.32,0,1.32,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009090,2026-06-03 12:05:00,2,12.08,almuerzo,CAJ-003,MES-003,mesa_01,almuerzos,Seco de pollo,3,17.99,0,17.99,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-009091,2026-06-22 20:52:00,0,20.87,cena,CAJ-002,MES-006,mesa_01,almuerzos,Almuerzo ejecutivo,1,3.84,0,3.84,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009092,2026-05-10 09:05:00,6,9.08,desayuno,CAJ-003,MES-002,mesa_10,desayunos,Tigrillo con cafe,5,22.1,50,11.05,transferencia,venta,1,descuento_fuera_politica,Descuento superior a la politica normal del restaurante.,prueba
TRX-009093,2026-06-25 02:49:00,3,2.82,fuera_horario,CAJ-001,MES-003,mesa_01,bebidas,Agua sin gas,1,1.01,10,0.91,transferencia,venta,1,venta_fuera_horario,Transaccion registrada cuando el restaurante deberia estar cerrado.,prueba
TRX-009094,2026-06-13 09:39:00,5,9.65,desayuno,CAJ-001,MES-001,mesa_12,bebidas,Agua sin gas,2,2.05,0,2.05,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009095,2026-06-25 19:52:00,3,19.87,cena,CAJ-004,MES-003,mesa_07,almuerzos,Seco de pollo,2,-5,0,-5,transferencia,venta,1,monto_inconsistente,"Monto cero o negativo, inconsistente para una venta.",prueba
TRX-009096,2026-05-02 18:50:00,5,18.83,cena,CAJ-003,MES-002,mesa_10,bebidas,Jugo natural,2,3.75,5,3.56,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009097,2026-06-17 10:44:00,2,10.73,desayuno,CAJ-003,MES-003,mesa_01,bebidas,Gaseosa personal,1,1.23,5,1.17,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-009098,2026-05-04 12:37:00,0,12.62,almuerzo,CAJ-001,MES-004,mesa_03,almuerzos,Seco de pollo,1,6.0,5,5.7,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-009099,2026-06-23 14:59:00,1,14.98,almuerzo,CAJ-002,MES-005,mesa_15,almuerzos,Seco de pollo,4,24.5,0,24.5,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-009100,2026-06-23 13:13:00,1,13.22,almuerzo,CAJ-004,MES-002,mesa_10,bebidas,Gaseosa personal,1,1.35,15,1.15,tarjeta,anulacion,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009101,2026-06-13 18:45:00,5,18.75,cena,CAJ-003,MES-003,mesa_07,combos,Combo familiar almuerzo,2,36.33,0,36.33,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009102,2026-05-14 00:10:00,3,0.17,fuera_horario,CAJ-001,MES-004,mesa_07,desayunos,Tigrillo con cafe,1,4.16,15,3.54,efectivo,venta,1,venta_fuera_horario,Transaccion registrada cuando el restaurante deberia estar cerrado.,prueba
TRX-009103,2026-05-21 11:15:00,3,11.25,almuerzo,CAJ-001,MES-002,mesa_11,almuerzos,Seco de pollo,3,18.21,0,18.21,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009104,2026-06-11 12:29:00,3,12.48,almuerzo,CAJ-003,MES-005,mesa_02,combos,Combo para dos,1,12.12,5,11.51,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-009105,2026-06-15 13:09:00,0,13.15,almuerzo,CAJ-002,MES-005,mesa_02,platos_fuertes,Camarones apanados,3,35.59,0,35.59,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009106,2026-05-18 14:04:00,0,14.07,almuerzo,CAJ-001,MES-006,mesa_15,almuerzos,Seco de pollo,3,18.27,0,18.27,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009107,2026-06-12 14:09:00,4,14.15,almuerzo,CAJ-002,MES-002,mesa_03,platos_fuertes,Camarones apanados,1,11.8,0,11.8,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-009108,2026-05-01 10:11:00,4,10.18,desayuno,CAJ-001,MES-002,mesa_09,platos_fuertes,Churrasco ecuatoriano,5,48.76,0,48.76,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009109,2026-06-06 08:05:00,5,8.08,desayuno,CAJ-002,MES-003,mesa_11,postres,Flan de la casa,1,2.64,0,2.64,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009110,2026-05-12 17:40:00,1,17.67,cena,CAJ-004,MES-002,mesa_04,bebidas,Gaseosa personal,5,6.91,20,5.53,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009111,2026-06-20 15:24:00,5,15.4,almuerzo,CAJ-003,MES-004,mesa_05,bebidas,Jugo natural,3,0,0,0,efectivo,venta,1,monto_inconsistente,"Monto cero o negativo, inconsistente para una venta.",validacion
TRX-009112,2026-05-15 10:05:00,4,10.08,desayuno,CAJ-004,MES-003,app_delivery,desayunos,Bolon mixto,1,3.79,0,3.79,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-009113,2026-05-01 12:54:00,4,12.9,almuerzo,CAJ-004,MES-005,mesa_03,bebidas,Agua sin gas,6,6.7,60,2.68,efectivo,venta,1,descuento_fuera_politica,Descuento superior a la politica normal del restaurante.,validacion
TRX-009114,2026-05-28 20:04:00,3,20.07,cena,CAJ-001,MES-001,mesa_05,bebidas,Agua sin gas,5,4.78,0,4.78,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-009115,2026-06-05 20:03:00,4,20.05,cena,CAJ-001,MES-004,mesa_05,almuerzos,Almuerzo ejecutivo,1,3.94,0,3.94,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-009116,2026-06-13 11:24:00,5,11.4,almuerzo,CAJ-001,MES-004,mesa_10,bebidas,Jugo natural,4,7.42,5,7.05,efectivo,anulacion,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-009117,2026-06-05 19:53:00,4,19.88,cena,CAJ-001,MES-004,mesa_04,bebidas,Jugo natural,2,3.58,5,3.4,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009118,2026-06-03 09:29:00,2,9.48,desayuno,CAJ-001,MES-003,mesa_07,desayunos,Bolon mixto,4,15.52,0,15.52,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-009119,2026-05-25 13:21:00,0,13.35,almuerzo,CAJ-002,MES-002,mesa_10,almuerzos,Menestra con carne,4,26.81,0,26.81,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009120,2026-05-05 19:52:00,1,19.87,cena,CAJ-004,MES-006,mesa_15,almuerzos,Encebollado,1,5.1,0,5.1,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009121,2026-05-20 11:46:00,2,11.77,almuerzo,CAJ-001,MES-004,mesa_14,almuerzos,Encebollado,3,13.95,0,13.95,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009122,2026-06-21 11:16:00,6,11.27,almuerzo,CAJ-004,MES-001,mesa_15,almuerzos,Seco de pollo,1,5.35,10,4.81,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,prueba
TRX-009123,2026-05-13 13:19:00,2,13.32,almuerzo,CAJ-002,MES-004,mesa_09,combos,Combo para dos,3,41.83,0,41.83,tarjeta,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009124,2026-05-31 15:54:00,6,15.9,almuerzo,CAJ-002,MES-004,mesa_15,almuerzos,Almuerzo ejecutivo,1,4.28,0,4.28,efectivo,devolucion,0,normal,Transaccion dentro del patron esperado.,validacion
TRX-009125,2026-05-18 11:50:00,0,11.83,almuerzo,CAJ-001,MES-005,mesa_05,almuerzos,Almuerzo ejecutivo,2,7.81,0,7.81,transferencia,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009126,2026-06-26 00:50:00,4,0.83,fuera_horario,CAJ-003,MES-001,mesa_11,desayunos,Bolon mixto,3,11.08,0,11.08,tarjeta,venta,1,venta_fuera_horario,Transaccion registrada cuando el restaurante deberia estar cerrado.,prueba
TRX-009127,2026-05-15 12:48:00,4,12.8,almuerzo,CAJ-003,MES-002,mesa_08,desayunos,Bolon mixto,2,7.49,0,7.49,efectivo,venta,0,normal,Transaccion dentro del patron esperado.,train_normal
TRX-009128,2026-06-10 13:20:00,2,13.33,almuerzo,CAJ-003,MES-005,mesa_04,platos_fuertes,Churrasco ecuatoriano,6,53.3,80,10.66,tarjeta,venta,1,descuento_fuera_politica,Descuento superior a la politica normal del restaurante.,validacion
TRX-009129,2026-06-09 19:10:00,1,19.17,cena,CAJ-002,MES-003,mesa_11,postres,Tres leches,1,3.06,80,0.61,efectivo,venta,1,descuento_fuera_politica,Descuento superior a la politica normal del restaurante.,prueba
